Grupo de edad;Comunidad autónoma;Sexo;Nivel de formación;periodo;Total
25 - 64 años;Ceuta y Melilla;Hombres;Inferior a 2ª etapa de E. Secundaria;2003;46,74
25 - 64 años;Ceuta y Melilla;Hombres;Inferior a 2ª etapa de E. Secundaria;2002;48,84
25 - 64 años;Ceuta y Melilla;Hombres;2ª etapa E. Secundaria;2023;21,24
25 - 64 años;Ceuta y Melilla;Hombres;2ª etapa E. Secundaria;2022;23,40
25 - 64 años;Ceuta y Melilla;Hombres;2ª etapa E. Secundaria;2021;26,58
25 - 64 años;Ceuta y Melilla;Hombres;2ª etapa E. Secundaria;2020;28,10
25 - 64 años;Ceuta y Melilla;Hombres;2ª etapa E. Secundaria;2019;27,65
25 - 64 años;Ceuta y Melilla;Hombres;2ª etapa E. Secundaria;2018;24,41
25 - 64 años;Ceuta y Melilla;Hombres;2ª etapa E. Secundaria;2017;23,94
25 - 64 años;Ceuta y Melilla;Hombres;2ª etapa E. Secundaria;2016;23,22
25 - 64 años;Ceuta y Melilla;Hombres;2ª etapa E. Secundaria;2015;21,87
25 - 64 años;Ceuta y Melilla;Hombres;2ª etapa E. Secundaria;2014;26,46
25 - 64 años;Ceuta y Melilla;Hombres;2ª etapa E. Secundaria;2013;27,19
25 - 64 años;Ceuta y Melilla;Hombres;2ª etapa E. Secundaria;2012;27,79
25 - 64 años;Ceuta y Melilla;Hombres;2ª etapa E. Secundaria;2011;24,98
25 - 64 años;Ceuta y Melilla;Hombres;2ª etapa E. Secundaria;2010;20,96
25 - 64 años;Ceuta y Melilla;Hombres;2ª etapa E. Secundaria;2009;16,31
25 - 64 años;Ceuta y Melilla;Hombres;2ª etapa E. Secundaria;2008;22,39
25 - 64 años;Ceuta y Melilla;Hombres;2ª etapa E. Secundaria;2007;25,85
25 - 64 años;Ceuta y Melilla;Hombres;2ª etapa E. Secundaria;2006;17,54
25 - 64 años;Ceuta y Melilla;Hombres;2ª etapa E. Secundaria;2005;20,75
25 - 64 años;Ceuta y Melilla;Hombres;2ª etapa E. Secundaria;2004;22,43
25 - 64 años;Ceuta y Melilla;Hombres;2ª etapa E. Secundaria;2003;29,73
25 - 64 años;Ceuta y Melilla;Hombres;2ª etapa E. Secundaria;2002;29,15
25 - 64 años;Ceuta y Melilla;Hombres;E. Superior;2023;24,41
25 - 64 años;Ceuta y Melilla;Hombres;E. Superior;2022;23,48
25 - 64 años;Ceuta y Melilla;Hombres;E. Superior;2021;27,64
25 - 64 años;Ceuta y Melilla;Hombres;E. Superior;2020;27,27
25 - 64 años;Ceuta y Melilla;Hombres;E. Superior;2019;22,86
25 - 64 años;Ceuta y Melilla;Hombres;E. Superior;2018;25,31
25 - 64 años;Ceuta y Melilla;Hombres;E. Superior;2017;27,19
25 - 64 años;Ceuta y Melilla;Hombres;E. Superior;2016;27,52
25 - 64 años;Ceuta y Melilla;Hombres;E. Superior;2015;29,27
25 - 64 años;Ceuta y Melilla;Hombres;E. Superior;2014;26,23
25 - 64 años;Ceuta y Melilla;Hombres;E. Superior;2013;22,94
25 - 64 años;Ceuta y Melilla;Hombres;E. Superior;2012;23,00
25 - 64 años;Ceuta y Melilla;Hombres;E. Superior;2011;23,30
25 - 64 años;Ceuta y Melilla;Hombres;E. Superior;2010;21,71
25 - 64 años;Ceuta y Melilla;Hombres;E. Superior;2009;25,06
25 - 64 años;Ceuta y Melilla;Hombres;E. Superior;2008;25,29
25 - 64 años;Ceuta y Melilla;Hombres;E. Superior;2007;20,87
25 - 64 años;Ceuta y Melilla;Hombres;E. Superior;2006;24,73
25 - 64 años;Ceuta y Melilla;Hombres;E. Superior;2005;26,42
25 - 64 años;Ceuta y Melilla;Hombres;E. Superior;2004;22,97
25 - 64 años;Ceuta y Melilla;Hombres;E. Superior;2003;23,53
25 - 64 años;Ceuta y Melilla;Hombres;E. Superior;2002;22,01
25 - 64 años;Ceuta y Melilla;Mujeres;Inferior a 2ª etapa de E. Secundaria;2023;47,99
25 - 64 años;Ceuta y Melilla;Mujeres;Inferior a 2ª etapa de E. Secundaria;2022;48,83
25 - 64 años;Ceuta y Melilla;Mujeres;Inferior a 2ª etapa de E. Secundaria;2021;48,32
25 - 64 años;Ceuta y Melilla;Mujeres;Inferior a 2ª etapa de E. Secundaria;2020;46,41
25 - 64 años;Ceuta y Melilla;Mujeres;Inferior a 2ª etapa de E. Secundaria;2019;51,85
25 - 64 años;Ceuta y Melilla;Mujeres;Inferior a 2ª etapa de E. Secundaria;2018;51,68
25 - 64 años;Ceuta y Melilla;Mujeres;Inferior a 2ª etapa de E. Secundaria;2017;51,91
25 - 64 años;Ceuta y Melilla;Mujeres;Inferior a 2ª etapa de E. Secundaria;2016;53,06
25 - 64 años;Ceuta y Melilla;Mujeres;Inferior a 2ª etapa de E. Secundaria;2015;54,44
25 - 64 años;Ceuta y Melilla;Mujeres;Inferior a 2ª etapa de E. Secundaria;2014;56,24
25 - 64 años;Ceuta y Melilla;Mujeres;Inferior a 2ª etapa de E. Secundaria;2013;57,34
25 - 64 años;Ceuta y Melilla;Mujeres;Inferior a 2ª etapa de E. Secundaria;2012;59,69
25 - 64 años;Ceuta y Melilla;Mujeres;Inferior a 2ª etapa de E. Secundaria;2011;57,98
25 - 64 años;Ceuta y Melilla;Mujeres;Inferior a 2ª etapa de E. Secundaria;2010;62,05
25 - 64 años;Ceuta y Melilla;Mujeres;Inferior a 2ª etapa de E. Secundaria;2009;59,29
25 - 64 años;Ceuta y Melilla;Mujeres;Inferior a 2ª etapa de E. Secundaria;2008;60,98
25 - 64 años;Ceuta y Melilla;Mujeres;Inferior a 2ª etapa de E. Secundaria;2007;62,87
25 - 64 años;Ceuta y Melilla;Mujeres;Inferior a 2ª etapa de E. Secundaria;2006;62,08
25 - 64 años;Ceuta y Melilla;Mujeres;Inferior a 2ª etapa de E. Secundaria;2005;57,91
25 - 64 años;Ceuta y Melilla;Mujeres;Inferior a 2ª etapa de E. Secundaria;2004;60,18
25 - 64 años;Ceuta y Melilla;Mujeres;Inferior a 2ª etapa de E. Secundaria;2003;56,08
25 - 64 años;Ceuta y Melilla;Mujeres;Inferior a 2ª etapa de E. Secundaria;2002;60,46
25 - 64 años;Ceuta y Melilla;Mujeres;2ª etapa E. Secundaria;2023;22,58
25 - 64 años;Ceuta y Melilla;Mujeres;2ª etapa E. Secundaria;2022;19,38
25 - 64 años;Ceuta y Melilla;Mujeres;2ª etapa E. Secundaria;2021;19,60
25 - 64 años;Ceuta y Melilla;Mujeres;2ª etapa E. Secundaria;2020;20,79
25 - 64 años;Ceuta y Melilla;Mujeres;2ª etapa E. Secundaria;2019;18,27
25 - 64 años;Ceuta y Melilla;Mujeres;2ª etapa E. Secundaria;2018;17,05
25 - 64 años;Ceuta y Melilla;Mujeres;2ª etapa E. Secundaria;2017;21,60
25 - 64 años;Ceuta y Melilla;Mujeres;2ª etapa E. Secundaria;2016;19,26
25 - 64 años;Ceuta y Melilla;Mujeres;2ª etapa E. Secundaria;2015;18,87
25 - 64 años;Ceuta y Melilla;Mujeres;2ª etapa E. Secundaria;2014;19,02
25 - 64 años;Ceuta y Melilla;Mujeres;2ª etapa E. Secundaria;2013;16,27
25 - 64 años;Ceuta y Melilla;Mujeres;2ª etapa E. Secundaria;2012;16,46
25 - 64 años;Ceuta y Melilla;Mujeres;2ª etapa E. Secundaria;2011;19,69
25 - 64 años;Ceuta y Melilla;Mujeres;2ª etapa E. Secundaria;2010;16,23
25 - 64 años;Ceuta y Melilla;Mujeres;2ª etapa E. Secundaria;2009;16,26
25 - 64 años;Ceuta y Melilla;Mujeres;2ª etapa E. Secundaria;2008;19,05
25 - 64 años;Ceuta y Melilla;Mujeres;2ª etapa E. Secundaria;2007;18,97
25 - 64 años;Ceuta y Melilla;Mujeres;2ª etapa E. Secundaria;2006;18,30
25 - 64 años;Ceuta y Melilla;Mujeres;2ª etapa E. Secundaria;2005;18,08
25 - 64 años;Ceuta y Melilla;Mujeres;2ª etapa E. Secundaria;2004;19,29
25 - 64 años;Ceuta y Melilla;Mujeres;2ª etapa E. Secundaria;2003;21,41
25 - 64 años;Ceuta y Melilla;Mujeres;2ª etapa E. Secundaria;2002;20,15
25 - 64 años;Ceuta y Melilla;Mujeres;E. Superior;2023;29,43
25 - 64 años;Ceuta y Melilla;Mujeres;E. Superior;2022;31,79
25 - 64 años;Ceuta y Melilla;Mujeres;E. Superior;2021;32,08
25 - 64 años;Ceuta y Melilla;Mujeres;E. Superior;2020;32,80
25 - 64 años;Ceuta y Melilla;Mujeres;E. Superior;2019;29,88
25 - 64 años;Ceuta y Melilla;Mujeres;E. Superior;2018;31,27
25 - 64 años;Ceuta y Melilla;Mujeres;E. Superior;2017;26,48
25 - 64 años;Ceuta y Melilla;Mujeres;E. Superior;2016;27,68
25 - 64 años;Ceuta y Melilla;Mujeres;E. Superior;2015;26,69
25 - 64 años;Ceuta y Melilla;Mujeres;E. Superior;2014;24,74
25 - 64 años;Ceuta y Melilla;Mujeres;E. Superior;2013;26,40
25 - 64 años;Ceuta y Melilla;Mujeres;E. Superior;2012;23,86
25 - 64 años;Ceuta y Melilla;Mujeres;E. Superior;2011;22,33
25 - 64 años;Ceuta y Melilla;Mujeres;E. Superior;2010;21,72
25 - 64 años;Ceuta y Melilla;Mujeres;E. Superior;2009;24,45
25 - 64 años;Ceuta y Melilla;Mujeres;E. Superior;2008;19,97
25 - 64 años;Ceuta y Melilla;Mujeres;E. Superior;2007;18,15
25 - 64 años;Ceuta y Melilla;Mujeres;E. Superior;2006;19,62
25 - 64 años;Ceuta y Melilla;Mujeres;E. Superior;2005;24,00
25 - 64 años;Ceuta y Melilla;Mujeres;E. Superior;2004;20,54
25 - 64 años;Ceuta y Melilla;Mujeres;E. Superior;2003;22,51
25 - 64 años;Ceuta y Melilla;Mujeres;E. Superior;2002;19,39
25 - 64 años;- Ceuta;AMBOS SEXOS;Inferior a 2ª etapa de E. Secundaria;2023;58,83
25 - 64 años;- Ceuta;AMBOS SEXOS;Inferior a 2ª etapa de E. Secundaria;2022;56,58
25 - 64 años;- Ceuta;AMBOS SEXOS;Inferior a 2ª etapa de E. Secundaria;2021;48,02
25 - 64 años;- Ceuta;AMBOS SEXOS;Inferior a 2ª etapa de E. Secundaria;2020;49,16
25 - 64 años;- Ceuta;AMBOS SEXOS;Inferior a 2ª etapa de E. Secundaria;2019;53,39
25 - 64 años;- Ceuta;AMBOS SEXOS;Inferior a 2ª etapa de E. Secundaria;2018;54,14
25 - 64 años;- Ceuta;AMBOS SEXOS;Inferior a 2ª etapa de E. Secundaria;2017;53,83
25 - 64 años;- Ceuta;AMBOS SEXOS;Inferior a 2ª etapa de E. Secundaria;2016;51,91
25 - 64 años;- Ceuta;AMBOS SEXOS;Inferior a 2ª etapa de E. Secundaria;2015;51,21
25 - 64 años;- Ceuta;AMBOS SEXOS;Inferior a 2ª etapa de E. Secundaria;2014;55,70
25 - 64 años;- Ceuta;AMBOS SEXOS;Inferior a 2ª etapa de E. Secundaria;2013;56,35
25 - 64 años;- Ceuta;AMBOS SEXOS;Inferior a 2ª etapa de E. Secundaria;2012;55,42
25 - 64 años;- Ceuta;AMBOS SEXOS;Inferior a 2ª etapa de E. Secundaria;2011;59,53
25 - 64 años;- Ceuta;AMBOS SEXOS;Inferior a 2ª etapa de E. Secundaria;2010;58,55
25 - 64 años;- Ceuta;AMBOS SEXOS;Inferior a 2ª etapa de E. Secundaria;2009;56,23
25 - 64 años;- Ceuta;AMBOS SEXOS;Inferior a 2ª etapa de E. Secundaria;2008;57,54
25 - 64 años;- Ceuta;AMBOS SEXOS;Inferior a 2ª etapa de E. Secundaria;2007;61,04
25 - 64 años;- Ceuta;AMBOS SEXOS;Inferior a 2ª etapa de E. Secundaria;2006;66,83
25 - 64 años;- Ceuta;AMBOS SEXOS;Inferior a 2ª etapa de E. Secundaria;2005;60,46
25 - 64 años;- Ceuta;AMBOS SEXOS;Inferior a 2ª etapa de E. Secundaria;2004;..
25 - 64 años;- Ceuta;AMBOS SEXOS;Inferior a 2ª etapa de E. Secundaria;2003;..
25 - 64 años;- Ceuta;AMBOS SEXOS;Inferior a 2ª etapa de E. Secundaria;2002;..
25 - 64 años;- Ceuta;AMBOS SEXOS;2ª etapa E. Secundaria;2023;19,97
25 - 64 años;- Ceuta;AMBOS SEXOS;2ª etapa E. Secundaria;2022;22,34
25 - 64 años;- Ceuta;AMBOS SEXOS;2ª etapa E. Secundaria;2021;27,25
25 - 64 años;- Ceuta;AMBOS SEXOS;2ª etapa E. Secundaria;2020;25,19
25 - 64 años;- Ceuta;AMBOS SEXOS;2ª etapa E. Secundaria;2019;24,46
25 - 64 años;- Ceuta;AMBOS SEXOS;2ª etapa E. Secundaria;2018;19,31
25 - 64 años;- Ceuta;AMBOS SEXOS;2ª etapa E. Secundaria;2017;20,95
25 - 64 años;- Ceuta;AMBOS SEXOS;2ª etapa E. Secundaria;2016;19,89
25 - 64 años;- Ceuta;AMBOS SEXOS;2ª etapa E. Secundaria;2015;20,71
25 - 64 años;- Ceuta;AMBOS SEXOS;2ª etapa E. Secundaria;2014;21,79
25 - 64 años;- Ceuta;AMBOS SEXOS;2ª etapa E. Secundaria;2013;20,67
25 - 64 años;- Ceuta;AMBOS SEXOS;2ª etapa E. Secundaria;2012;22,55
25 - 64 años;- Ceuta;AMBOS SEXOS;2ª etapa E. Secundaria;2011;21,58
25 - 64 años;- Ceuta;AMBOS SEXOS;2ª etapa E. Secundaria;2010;20,74
25 - 64 años;- Ceuta;AMBOS SEXOS;2ª etapa E. Secundaria;2009;20,60
25 - 64 años;- Ceuta;AMBOS SEXOS;2ª etapa E. Secundaria;2008;20,92
25 - 64 años;- Ceuta;AMBOS SEXOS;2ª etapa E. Secundaria;2007;22,32
25 - 64 años;- Ceuta;AMBOS SEXOS;2ª etapa E. Secundaria;2006;15,51
25 - 64 años;- Ceuta;AMBOS SEXOS;2ª etapa E. Secundaria;2005;16,62
25 - 64 años;- Ceuta;AMBOS SEXOS;2ª etapa E. Secundaria;2004;..
25 - 64 años;- Ceuta;AMBOS SEXOS;2ª etapa E. Secundaria;2003;..
25 - 64 años;- Ceuta;AMBOS SEXOS;2ª etapa E. Secundaria;2002;..
25 - 64 años;- Ceuta;AMBOS SEXOS;E. Superior;2023;21,21
25 - 64 años;- Ceuta;AMBOS SEXOS;E. Superior;2022;21,08
25 - 64 años;- Ceuta;AMBOS SEXOS;E. Superior;2021;24,73
25 - 64 años;- Ceuta;AMBOS SEXOS;E. Superior;2020;25,65
25 - 64 años;- Ceuta;AMBOS SEXOS;E. Superior;2019;22,15
25 - 64 años;- Ceuta;AMBOS SEXOS;E. Superior;2018;26,55
25 - 64 años;- Ceuta;AMBOS SEXOS;E. Superior;2017;25,22
25 - 64 años;- Ceuta;AMBOS SEXOS;E. Superior;2016;28,21
25 - 64 años;- Ceuta;AMBOS SEXOS;E. Superior;2015;28,07
25 - 64 años;- Ceuta;AMBOS SEXOS;E. Superior;2014;22,51
25 - 64 años;- Ceuta;AMBOS SEXOS;E. Superior;2013;22,98
25 - 64 años;- Ceuta;AMBOS SEXOS;E. Superior;2012;22,03
25 - 64 años;- Ceuta;AMBOS SEXOS;E. Superior;2011;18,88
25 - 64 años;- Ceuta;AMBOS SEXOS;E. Superior;2010;20,70
25 - 64 años;- Ceuta;AMBOS SEXOS;E. Superior;2009;23,17
25 - 64 años;- Ceuta;AMBOS SEXOS;E. Superior;2008;21,54
25 - 64 años;- Ceuta;AMBOS SEXOS;E. Superior;2007;16,64
25 - 64 años;- Ceuta;AMBOS SEXOS;E. Superior;2006;17,66
25 - 64 años;- Ceuta;AMBOS SEXOS;E. Superior;2005;22,91
25 - 64 años;- Ceuta;AMBOS SEXOS;E. Superior;2004;..
25 - 64 años;- Ceuta;AMBOS SEXOS;E. Superior;2003;..
25 - 64 años;- Ceuta;AMBOS SEXOS;E. Superior;2002;..
25 - 64 años;- Ceuta;Hombres;Inferior a 2ª etapa de E. Secundaria;2023;63,53
25 - 64 años;- Ceuta;Hombres;Inferior a 2ª etapa de E. Secundaria;2022;61,48
25 - 64 años;- Ceuta;Hombres;Inferior a 2ª etapa de E. Secundaria;2021;48,21
25 - 64 años;- Ceuta;Hombres;Inferior a 2ª etapa de E. Secundaria;2020;49,99
25 - 64 años;- Ceuta;Hombres;Inferior a 2ª etapa de E. Secundaria;2019;53,18
25 - 64 años;- Ceuta;Hombres;Inferior a 2ª etapa de E. Secundaria;2018;54,52
25 - 64 años;- Ceuta;Hombres;Inferior a 2ª etapa de E. Secundaria;2017;51,85
25 - 64 años;- Ceuta;Hombres;Inferior a 2ª etapa de E. Secundaria;2016;49,88
25 - 64 años;- Ceuta;Hombres;Inferior a 2ª etapa de E. Secundaria;2015;47,38
25 - 64 años;- Ceuta;Hombres;Inferior a 2ª etapa de E. Secundaria;2014;49,92
25 - 64 años;- Ceuta;Hombres;Inferior a 2ª etapa de E. Secundaria;2013;54,10
25 - 64 años;- Ceuta;Hombres;Inferior a 2ª etapa de E. Secundaria;2012;54,71
25 - 64 años;- Ceuta;Hombres;Inferior a 2ª etapa de E. Secundaria;2011;58,32
25 - 64 años;- Ceuta;Hombres;Inferior a 2ª etapa de E. Secundaria;2010;55,46
25 - 64 años;- Ceuta;Hombres;Inferior a 2ª etapa de E. Secundaria;2009;54,39
25 - 64 años;- Ceuta;Hombres;Inferior a 2ª etapa de E. Secundaria;2008;53,10
25 - 64 años;- Ceuta;Hombres;Inferior a 2ª etapa de E. Secundaria;2007;55,26
25 - 64 años;- Ceuta;Hombres;Inferior a 2ª etapa de E. Secundaria;2006;65,73
25 - 64 años;- Ceuta;Hombres;Inferior a 2ª etapa de E. Secundaria;2005;60,08
25 - 64 años;- Ceuta;Hombres;Inferior a 2ª etapa de E. Secundaria;2004;..
25 - 64 años;- Ceuta;Hombres;Inferior a 2ª etapa de E. Secundaria;2003;..
25 - 64 años;- Ceuta;Hombres;Inferior a 2ª etapa de E. Secundaria;2002;..
25 - 64 años;- Ceuta;Hombres;2ª etapa E. Secundaria;2023;18,24
25 - 64 años;- Ceuta;Hombres;2ª etapa E. Secundaria;2022;22,64
25 - 64 años;- Ceuta;Hombres;2ª etapa E. Secundaria;2021;30,39
25 - 64 años;- Ceuta;Hombres;2ª etapa E. Secundaria;2020;27,22
25 - 64 años;- Ceuta;Hombres;2ª etapa E. Secundaria;2019;28,53
25 - 64 años;- Ceuta;Hombres;2ª etapa E. Secundaria;2018;21,94
25 - 64 años;- Ceuta;Hombres;2ª etapa E. Secundaria;2017;21,47
25 - 64 años;- Ceuta;Hombres;2ª etapa E. Secundaria;2016;22,47
25 - 64 años;- Ceuta;Hombres;2ª etapa E. Secundaria;2015;24,62
25 - 64 años;- Ceuta;Hombres;2ª etapa E. Secundaria;2014;28,83
25 - 64 años;- Ceuta;Hombres;2ª etapa E. Secundaria;2013;26,55
25 - 64 años;- Ceuta;Hombres;2ª etapa E. Secundaria;2012;25,11
25 - 64 años;- Ceuta;Hombres;2ª etapa E. Secundaria;2011;25,18
25 - 64 años;- Ceuta;Hombres;2ª etapa E. Secundaria;2010;24,27
25 - 64 años;- Ceuta;Hombres;2ª etapa E. Secundaria;2009;21,11
25 - 64 años;- Ceuta;Hombres;2ª etapa E. Secundaria;2008;22,16
25 - 64 años;- Ceuta;Hombres;2ª etapa E. Secundaria;2007;26,39
25 - 64 años;- Ceuta;Hombres;2ª etapa E. Secundaria;2006;15,03
25 - 64 años;- Ceuta;Hombres;2ª etapa E. Secundaria;2005;17,47
25 - 64 años;- Ceuta;Hombres;2ª etapa E. Secundaria;2004;..
25 - 64 años;- Ceuta;Hombres;2ª etapa E. Secundaria;2003;..
25 - 64 años;- Ceuta;Hombres;2ª etapa E. Secundaria;2002;..
25 - 64 años;- Ceuta;Hombres;E. Superior;2023;18,23
25 - 64 años;- Ceuta;Hombres;E. Superior;2022;15,89
25 - 64 años;- Ceuta;Hombres;E. Superior;2021;21,40
25 - 64 años;- Ceuta;Hombres;E. Superior;2020;22,80
25 - 64 años;- Ceuta;Hombres;E. Superior;2019;18,29
25 - 64 años;- Ceuta;Hombres;E. Superior;2018;23,54
25 - 64 años;- Ceuta;Hombres;E. Superior;2017;26,68
25 - 64 años;- Ceuta;Hombres;E. Superior;2016;27,65
25 - 64 años;- Ceuta;Hombres;E. Superior;2015;28,01
25 - 64 años;- Ceuta;Hombres;E. Superior;2014;21,25
25 - 64 años;- Ceuta;Hombres;E. Superior;2013;19,34
25 - 64 años;- Ceuta;Hombres;E. Superior;2012;20,18
25 - 64 años;- Ceuta;Hombres;E. Superior;2011;16,51
25 - 64 años;- Ceuta;Hombres;E. Superior;2010;20,27
25 - 64 años;- Ceuta;Hombres;E. Superior;2009;24,50
25 - 64 años;- Ceuta;Hombres;E. Superior;2008;24,74
25 - 64 años;- Ceuta;Hombres;E. Superior;2007;18,35
25 - 64 años;- Ceuta;Hombres;E. Superior;2006;19,24
25 - 64 años;- Ceuta;Hombres;E. Superior;2005;22,45
25 - 64 años;- Ceuta;Hombres;E. Superior;2004;..
25 - 64 años;- Ceuta;Hombres;E. Superior;2003;..
25 - 64 años;- Ceuta;Hombres;E. Superior;2002;..
25 - 64 años;- Ceuta;Mujeres;Inferior a 2ª etapa de E. Secundaria;2023;53,88
25 - 64 años;- Ceuta;Mujeres;Inferior a 2ª etapa de E. Secundaria;2022;51,03
25 - 64 años;- Ceuta;Mujeres;Inferior a 2ª etapa de E. Secundaria;2021;47,83
25 - 64 años;- Ceuta;Mujeres;Inferior a 2ª etapa de E. Secundaria;2020;48,32
25 - 64 años;- Ceuta;Mujeres;Inferior a 2ª etapa de E. Secundaria;2019;53,62
25 - 64 años;- Ceuta;Mujeres;Inferior a 2ª etapa de E. Secundaria;2018;53,76
25 - 64 años;- Ceuta;Mujeres;Inferior a 2ª etapa de E. Secundaria;2017;55,90
25 - 64 años;- Ceuta;Mujeres;Inferior a 2ª etapa de E. Secundaria;2016;54,15
25 - 64 años;- Ceuta;Mujeres;Inferior a 2ª etapa de E. Secundaria;2015;55,50
25 - 64 años;- Ceuta;Mujeres;Inferior a 2ª etapa de E. Secundaria;2014;62,43
25 - 64 años;- Ceuta;Mujeres;Inferior a 2ª etapa de E. Secundaria;2013;58,93
25 - 64 años;- Ceuta;Mujeres;Inferior a 2ª etapa de E. Secundaria;2012;56,21
25 - 64 años;- Ceuta;Mujeres;Inferior a 2ª etapa de E. Secundaria;2011;60,96
25 - 64 años;- Ceuta;Mujeres;Inferior a 2ª etapa de E. Secundaria;2010;62,11
25 - 64 años;- Ceuta;Mujeres;Inferior a 2ª etapa de E. Secundaria;2009;58,32
25 - 64 años;- Ceuta;Mujeres;Inferior a 2ª etapa de E. Secundaria;2008;62,29
25 - 64 años;- Ceuta;Mujeres;Inferior a 2ª etapa de E. Secundaria;2007;66,92
25 - 64 años;- Ceuta;Mujeres;Inferior a 2ª etapa de E. Secundaria;2006;68,04
25 - 64 años;- Ceuta;Mujeres;Inferior a 2ª etapa de E. Secundaria;2005;60,90
25 - 64 años;- Ceuta;Mujeres;Inferior a 2ª etapa de E. Secundaria;2004;..
25 - 64 años;- Ceuta;Mujeres;Inferior a 2ª etapa de E. Secundaria;2003;..
25 - 64 años;- Ceuta;Mujeres;Inferior a 2ª etapa de E. Secundaria;2002;..
25 - 64 años;- Ceuta;Mujeres;2ª etapa E. Secundaria;2023;21,79
25 - 64 años;- Ceuta;Mujeres;2ª etapa E. Secundaria;2022;22,01
25 - 64 años;- Ceuta;Mujeres;2ª etapa E. Secundaria;2021;24,10
25 - 64 años;- Ceuta;Mujeres;2ª etapa E. Secundaria;2020;23,10
25 - 64 años;- Ceuta;Mujeres;2ª etapa E. Secundaria;2019;20,08
25 - 64 años;- Ceuta;Mujeres;2ª etapa E. Secundaria;2018;16,69
25 - 64 años;- Ceuta;Mujeres;2ª etapa E. Secundaria;2017;20,40
25 - 64 años;- Ceuta;Mujeres;2ª etapa E. Secundaria;2016;17,02
25 - 64 años;- Ceuta;Mujeres;2ª etapa E. Secundaria;2015;16,36
25 - 64 años;- Ceuta;Mujeres;2ª etapa E. Secundaria;2014;13,59
25 - 64 años;- Ceuta;Mujeres;2ª etapa E. Secundaria;2013;13,89
25 - 64 años;- Ceuta;Mujeres;2ª etapa E. Secundaria;2012;19,70
25 - 64 años;- Ceuta;Mujeres;2ª etapa E. Secundaria;2011;17,36
25 - 64 años;- Ceuta;Mujeres;2ª etapa E. Secundaria;2010;16,69
25 - 64 años;- Ceuta;Mujeres;2ª etapa E. Secundaria;2009;20,02
25 - 64 años;- Ceuta;Mujeres;2ª etapa E. Secundaria;2008;19,59
25 - 64 años;- Ceuta;Mujeres;2ª etapa E. Secundaria;2007;18,18
25 - 64 años;- Ceuta;Mujeres;2ª etapa E. Secundaria;2006;16,03
25 - 64 años;- Ceuta;Mujeres;2ª etapa E. Secundaria;2005;15,65
25 - 64 años;- Ceuta;Mujeres;2ª etapa E. Secundaria;2004;..
25 - 64 años;- Ceuta;Mujeres;2ª etapa E. Secundaria;2003;..
25 - 64 años;- Ceuta;Mujeres;2ª etapa E. Secundaria;2002;..
25 - 64 años;- Ceuta;Mujeres;E. Superior;2023;24,34
25 - 64 años;- Ceuta;Mujeres;E. Superior;2022;26,96
25 - 64 años;- Ceuta;Mujeres;E. Superior;2021;28,07
25 - 64 años;- Ceuta;Mujeres;E. Superior;2020;28,58
25 - 64 años;- Ceuta;Mujeres;E. Superior;2019;26,29
25 - 64 años;- Ceuta;Mujeres;E. Superior;2018;29,55
25 - 64 años;- Ceuta;Mujeres;E. Superior;2017;23,70
25 - 64 años;- Ceuta;Mujeres;E. Superior;2016;28,83
25 - 64 años;- Ceuta;Mujeres;E. Superior;2015;28,14
25 - 64 años;- Ceuta;Mujeres;E. Superior;2014;23,98
25 - 64 años;- Ceuta;Mujeres;E. Superior;2013;27,18
25 - 64 años;- Ceuta;Mujeres;E. Superior;2012;24,09
25 - 64 años;- Ceuta;Mujeres;E. Superior;2011;21,68
25 - 64 años;- Ceuta;Mujeres;E. Superior;2010;21,20
25 - 64 años;- Ceuta;Mujeres;E. Superior;2009;21,66
25 - 64 años;- Ceuta;Mujeres;E. Superior;2008;18,12
25 - 64 años;- Ceuta;Mujeres;E. Superior;2007;14,89
25 - 64 años;- Ceuta;Mujeres;E. Superior;2006;15,93
25 - 64 años;- Ceuta;Mujeres;E. Superior;2005;23,44
25 - 64 años;- Ceuta;Mujeres;E. Superior;2004;..
25 - 64 años;- Ceuta;Mujeres;E. Superior;2003;..
25 - 64 años;- Ceuta;Mujeres;E. Superior;2002;..
25 - 64 años;- Melilla;AMBOS SEXOS;Inferior a 2ª etapa de E. Secundaria;2023;43,25
25 - 64 años;- Melilla;AMBOS SEXOS;Inferior a 2ª etapa de E. Secundaria;2022;45,53
25 - 64 años;- Melilla;AMBOS SEXOS;Inferior a 2ª etapa de E. Secundaria;2021;46,13
25 - 64 años;- Melilla;AMBOS SEXOS;Inferior a 2ª etapa de E. Secundaria;2020;41,87
25 - 64 años;- Melilla;AMBOS SEXOS;Inferior a 2ª etapa de E. Secundaria;2019;47,81
25 - 64 años;- Melilla;AMBOS SEXOS;Inferior a 2ª etapa de E. Secundaria;2018;47,81
25 - 64 años;- Melilla;AMBOS SEXOS;Inferior a 2ª etapa de E. Secundaria;2017;46,70
25 - 64 años;- Melilla;AMBOS SEXOS;Inferior a 2ª etapa de E. Secundaria;2016;50,24
25 - 64 años;- Melilla;AMBOS SEXOS;Inferior a 2ª etapa de E. Secundaria;2015;51,93
25 - 64 años;- Melilla;AMBOS SEXOS;Inferior a 2ª etapa de E. Secundaria;2014;47,08
